"","Date","Time","Weather","latin","Species","Count","Alive.Dead","Location..OS.coordinates.","Habitat.Lv.1","Habitat.Lv.2","Habitat.Lv.3","Observer","Any.other.comments","team","loc","month"
"759","14-Feb","13:15","Overcast","Capreolus capreolus","Roe deer","1","Alive","NJ 93662 08751","Human site","Urban","Gardens","Carla and Rebecca",NA,"fff","aber","feb"
"760","15-Feb","14:58","Sunny","Capreolus capreolus","Roe deer","2","Alive","NJ 93629 08641","Human site","Urban","Residential","Kevin",NA,"fff","aber","feb"
"761","26-Feb","04:20","Sunny","Capreolus capreolus","Roe deer","3","Alive","NJ 93613 08699","Human site","Urban","Gardens","Kevin",NA,"fff","aber","feb"
"762","09/06/2017",NA,"cloudy","Sciurus carolinensis","Grey squirrel","2","alive","NS 56688 66619","Human sites","Urban","Residential","Niamh",NA,"tcw","glas","jun"
"763","19/05/2017",NA,"cloudy","Sciurus carolinensis","Grey squirrel","1","alive","NS 56836 66747","Human sites","Urban","Residential","catherine",NA,"tcw","glas","may"
"764","14/05/2017",NA,"clear","Sciurus carolinensis","Grey squirrel","1","alive","NS 56971 66905","Human sites","Urban","Residential","Niamh",NA,"tcw","glas","may"
"765","26/04/2017",NA,"clear","Sciurus carolinensis","Grey squirrel","1","alive ","NS 56971 66905","Human sites","urban","Residential","Niamh",NA,"tcw","glas","apr"
"766","18/05/2017",NA,"clear","Sciurus carolinensis","Grey squirrel","1","alive ","NS 56971 66905","Human sites","urban","Residential","Niamh",NA,"tcw","glas","may"
"767","20/01/2017",NA,"cloudy","Sciurus carolinensis","Grey squirrel","2","alive","NS 56971 66905","Human sites","Urban","Residential","Niamh",NA,"tcw","glas","jan"
"768","30/01",NA,"cloudy","Sciurus carolinensis","Grey squirrel","1","alive","NS 56971 66905","Human sites","urban","Residential","Niamh",NA,"tcw","glas","jan"
"769","12/03/2017",NA,"cloudy","Sciurus carolinensis","Grey squirrel","1","alive","NS 56971 66905","Human sites","Urban","Residential","Niamh",NA,"tcw","glas","mar"
"770","22/04/2017",NA,"clear","Sciurus carolinensis","Grey squirrel","2","alive","NS 56971 66905","Human sites","Urban","Residential","Niamh",NA,"tcw","glas","apr"
"771","21/03/2017",NA,"cloudy","Sciurus carolinensis","Grey squirrel","1","alive","NS569666","Human sites","urban","Residential","Meighan",NA,"tcw","glas","mar"
"772","04/03/2017","16:45","Overcast","Sciurus sp.","Squirrel (sp)","2","Alive","Small mammals T2","Woodland","Mixed","Sparse shrub layer",NA,NA,"smw","sout","mar"
"773","28/05/2017","17:00","Sunny","Sciurus sp.","Squirrel (sp)","1","Alive","TG 19023 08287","Human","Suburban","Municipal park/recreational area","Ellen",NA,"nbm","east","may"
"774","14/03/2017","08:45","Cloudy, Dry, 10º","Sciurus sp.","Squirrel (sp)","3","Alive ","SO 78719 22813","Human Site","Rural","Disused gardens, near road","Katie ",NA,"hhe","hart","mar"
"775","28/06/2017","11:35","Cloudy and rainy","Sciurus sp.","Squirrel (sp)","1","Alive","TG 19489 07694","Human site","Suburban","Municipal park/recreation area","Ellen",NA,"nbm","east","jun"
"776","25/01/2017","09:11","Foggy","Sciurus sp.","Squirrel (sp)","1","Alive","SU 41982 14492","Human site","Suburban","Near road (50m)","OM/FM",NA,"smw","sout","jan"
"777","08/02/2017","09:36","Cloudy","Sciurus sp.","Squirrel (sp)","1","Alive","ST 5735 7506","Human Site","Urban","Park/recreational area, near road","Ellie Livingstone",NA,"bba","bris","feb"
"778","09/03/2017","16:07","Clear, sunshine","Sciurus sp.","Squirrel (sp)","2","Alive","SO 78786 22865","Human site","Rural","Gardens","Becky",NA,"hhe","hart","mar"
"779","14/02/2017","16:17","Overcast","Sciurus sp.","Squirrel (sp)","1","Alive","SU419147","Open Land","Unimproved","Hedgerow without trees, Medium disturbance from people, Near road (<50m)",NA,NA,"smw","sout","feb"
"780","19/02/2017","08:07","Overcast","Sciurus sp.","Squirrel (sp)","1","Alive","SU423151","Human site","Urban","Residential",NA,NA,"smw","sout","feb"
"781","24/02/2017","16:43","CLear","Sciurus sp.","Squirrel (sp)","1","Alive","ST 5801 7291","Human Site","Urban","Park/recreational area, near road","Celine Clark",NA,"bba","bris","feb"
"782","15/06/2017","10:40","Sunny","Sciurus sp.","Squirrel (sp)","2","Alive","TG 18990 08327","Human site","Suburban","Municipal park/recreation area","Ellen",NA,"nbm","east","jun"
"783","28/04/2017","17:49",NA,"Sciurus sp.","Squirrel (sp)","1","Alive","TR 13965 59967","Human site","Suburban"," near road","DT",NA,"gua","kent","apr"
"784","27/04/2017","10:23",NA,"Sciurus sp.","Squirrel (sp)","1","Alive","TR 14031 60129","Human site","Suburban","near road (50m)","DT",NA,"gua","kent","apr"
"785","28/04/2017","07:17",NA,"Sciurus sp.","Squirrel (sp)","2","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"786","24/04/2017","16:29",NA,"Sciurus sp.","Squirrel (sp)","1","Alive","TR 13381 59775","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"787","03/12/2017","05:45","Clear ","Murinae sp.","Mouse (sp)","1","Alive","SU 98082 50348","Human Site","suburban","Near road, medium disturbance","Zoe","Ran across the path whilst I was on my way to work, couldn't identify exact species ","tsu","surr","mar"
"788","09/04/2017",NA,NA,"Arvicolinae sp.","Vole (sp)","2","Alive","TR 12984 59673","Human site","Suburban","moderate field layer","DT","under separate felt tins","gua","kent","apr"
"789","10/05/2017","10:15","Clear, sunny","Arvicolinae sp.","Vole (sp)","2","Alive","SK 69625 53106","Woodland","Broadleaved","Sparse/no shrub layer, Moderate field layer, Near road (50m)","DW",NA,"mdb","nott","may"
"790","19/02/2017","11:57",NA,"Arvicolinae sp.","Vole (sp)","1","Alive","TR 12984 59673","Human site","Suburban","moderate field layer","DT","Under a reptile felt with a nest. Most likely to be a field vole ","gua","kent","feb"
"791","17/02/2017","11:10","Dry, overcast","Arvicolinae sp.","Vole (sp)","1","Alive","SK 704 514","Woodland, Waterbodies","Broadleaved, pond, stream","Moderate shrub layer, moderate field layer, semi-natural, banks vegetated, slow/medium running","HL",NA,"brb","nott","feb"
"792","29/01/2017",NA,"clear","Vulpes vulpes","Red fox","1","alive","NS 56878 66842","Human sites","urban","Residential","Niamh",NA,"tcw","glas","jan"
"793","03/02/2017","13:00","Sunny","Mustela nivalis","Weasel","1","Alive","NY410559","Open Land","Farmland","Grazed with medium disturbance from people","Sophie","Its also used by the public as a park ","tmo","cumb","feb"
"794","20/02/2017","12am","Cloudy","Sciurus carolinensis","Grey squirrel","5","Alive/Dead","51°17'50.3""N 1°03'44.9""E","Woodland",NA,NA,"BR",NA,"gua","kent","feb"
"795","21/02/2017","08:45","overcast","Apodemus sylvaticus","Wood mouse","1","dead","57.177234, -2.102085","Woodland","Mixed","Moderate shrub layer","Cristin","caught by buzzard","att","aber","feb"
"796","21/03/2017","20:16","windy","Apodemus sylvaticus","Wood mouse","2","Alive","57.175677, -2.099582","human site","suburban","near road","Cristin",NA,"att","aber","mar"
"797","28/03/2017","10:34","calm, sunny, warm","Apodemus sylvaticus","Wood mouse","1","Alive","TR 13528 59757","Human site","Suburban","near road ","DT","Heard squeaking from other side of path, crept over to investigate, saw rustling in leaf litter, saw a mouse belly (white with yellowish edges) which then disappeared. Probably wood mouse based on size (~3inches seen) - no yellow band across neck seen, though both species are known to be in the area. ","gua","kent","mar"
"798","09/03/2017","15:21","sunny","Apodemus sylvaticus","Wood mouse","1","Alive","57.176990, -2.101405","human site","suburban","residential ","Jen",NA,"att","aber","mar"
"799","30/04/2017","10:50","Overcast","Apodemus sylvaticus","Wood mouse","1","Alive","48575 57046","Woodland","Mixed","Dense shrub layer, Sparse field layer","Matt & Tay",NA,"tbt","lanc","apr"
"800","24/03/2017","8.15pm","Cloudy","Apodemus sylvaticus","Wood mouse","1","Alive","SU 73395 71765","Human site","Urban",NA,"Arron","Picture attached, was just eating some food on the floor.","rum","read","mar"
"801","09/05/2017","11:30","Sunny","Apodemus sylvaticus","Wood mouse","8","Alive","SD 48576 57046","Woodland","Mixed","Dense shrub layer, Sparse field layer","Matt",NA,"tbt","lanc","may"
"802","30/04/2017","10:45","Overcast","Apodemus sylvaticus","Wood mouse","1","Alive","48574 57046","Woodland","Mixed","Dense shrub layer, Sparse field layer","Matt",NA,"tbt","lanc","apr"
